20061204
11	6	2.78E+00	2.92E+00	2.53E+00	2.27E+00	1.95E+00	1.81E+00	1.73E+00	1.68E+00
11	7	6.73E+00	1.58E+01	4.34E+01	5.76E+01	7.51E+01	8.43E+01	9.04E+01	9.48E+01
11	8	1.10E+01	1.81E+01	2.95E+01	3.45E+01	4.46E+01	5.37E+01	6.19E+01	6.93E+01
11	9	1.27E+01	1.60E+01	1.90E+01	2.02E+01	2.18E+01	2.26E+01	2.31E+01	2.34E+01
11	10	1.01E+01	1.08E+01	9.56E+00	8.72E+00	7.69E+00	7.15E+00	6.80E+00	6.54E+00
12	1	2.69E-02	3.15E-02	4.04E-02	4.77E-02	6.34E-02	7.59E-02	8.65E-02	9.57E-02
12	2	4.20E-01	5.18E-01	7.14E-01	8.68E-01	1.21E+00	1.49E+00	1.73E+00	1.93E+00
12	3	1.32E+00	1.40E+00	1.37E+00	1.40E+00	1.53E+00	1.65E+00	1.74E+00	1.81E+00
12	4	2.61E+00	3.46E+00	5.57E+00	7.36E+00	1.12E+01	1.42E+01	1.67E+01	1.87E+01
12	5	7.47E+00	9.77E+00	1.40E+01	1.59E+01	1.88E+01	2.06E+01	2.18E+01	2.27E+01
12	6	8.21E+00	8.88E+00	8.76E+00	8.51E+00	8.32E+00	8.34E+00	8.42E+00	8.51E+00
12	7	9.81E+00	1.73E+01	4.25E+01	6.30E+01	1.06E+02	1.42E+02	1.73E+02	2.01E+02
12	8	3.92E+01	7.54E+01	1.75E+02	2.27E+02	2.89E+02	3.21E+02	3.42E+02	3.57E+02
12	9	4.19E+01	6.05E+01	8.41E+01	9.00E+01	9.77E+01	1.05E+02	1.11E+02	1.17E+02
12	10	3.48E+01	4.05E+01	3.97E+01	3.70E+01	3.32E+01	3.11E+01	2.98E+01	2.89E+01
13	1	2.08E-02	2.22E-02	2.47E-02	2.75E-02	3.13E-02	3.30E-02	3.39E-02	3.44E-02
13	2	4.35E-01	4.87E-01	5.56E-01	6.09E-01	7.18E-01	7.96E-01	8.55E-01	9.01E-01
13	3	2.07E+00	2.48E+00	3.44E+00	4.27E+00	5.90E+00	7.08E+00	8.01E+00	8.77E+00
13	4	3.38E+00	4.26E+00	6.14E+00	7.14E+00	8.66E+00	9.61E+00	1.03E+01	1.08E+01
13	5	1.15E+01	1.53E+01	2.67E+01	3.56E+01	5.21E+01	6.41E+01	7.36E+01	8.13E+01
13	6	1.69E+01	2.10E+01	2.73E+01	2.94E+01	3.20E+01	3.33E+01	3.42E+01	3.48E+01
13	7	1.43E+01	2.54E+01	6.16E+01	8.43E+01	1.15E+02	1.32E+02	1.42E+02	1.50E+02
13	8	4.12E+01	7.05E+01	1.86E+02	2.79E+02	4.55E+02	5.92E+02	7.05E+02	8.01E+02
13	9	8.97E+01	1.59E+02	3.35E+02	4.18E+02	5.10E+02	5.53E+02	5.78E+02	5.96E+02
13	10	7.51E+01	1.03E+02	1.32E+02	1.32E+02	1.26E+02	1.22E+02	1.22E+02	1.22E+02
14	1	9.19E-03	9.14E-03	9.52E-03	9.92E-03	1.03E-02	1.02E-02	9.96E-03	9.66E-03
14	2	3.91E-01	4.61E-01	6.76E-01	8.14E-01	9.77E-01	1.04E+00	1.07E+00	1.09E+00
14	3	1.71E+00	2.02E+00	2.90E+00	3.47E+00	4.17E+00	4.46E+00	4.60E+00	4.68E+00
14	4	2.94E+00	3.41E+00	4.12E+00	4.45E+00	4.73E+00	4.79E+00	4.78E+00	4.76E+00
14	5	1.04E+01	1.25E+01	1.65E+01	1.83E+01	2.04E+01	2.14E+01	2.20E+01	2.24E+01
14	6	2.85E+01	4.01E+01	7.81E+01	1.06E+02	1.50E+02	1.79E+02	2.00E+02	2.17E+02
14	7	2.22E+01	3.48E+01	6.30E+01	7.63E+01	9.08E+01	9.69E+01	1.00E+02	1.02E+02
14	8	6.91E+01	1.15E+02	2.41E+02	3.15E+02	4.14E+02	4.65E+02	4.98E+02	5.21E+02
14	9	1.07E+02	1.95E+02	5.37E+02	8.10E+02	1.30E+03	1.67E+03	1.96E+03	2.21E+03
14	10	1.67E+02	2.71E+02	5.28E+02	6.50E+02	7.64E+02	8.01E+02	8.15E+02	8.21E+02
15	1	4.66E-03	4.03E-03	2.85E-03	2.35E-03	1.76E-03	1.47E-03	1.29E-03	1.15E-03
15	2	2.35E-01	2.54E-01	2.52E-01	2.47E-01	2.36E-01	2.24E-01	2.14E-01	2.05E-01
15	3	8.44E-01	9.09E-01	9.15E-01	8.88E-01	8.14E-01	7.51E-01	7.01E-01	6.61E-01
15	4	3.77E+00	4.82E+00	6.71E+00	7.83E+00	9.16E+00	9.67E+00	9.89E+00	9.99E+00
15	5	1.47E+01	1.86E+01	2.47E+01	2.86E+01	3.36E+01	3.57E+01	3.67E+01	3.72E+01
15	6	2.98E+01	3.87E+01	5.32E+01	6.18E+01	7.43E+01	8.06E+01	8.42E+01	8.66E+01
15	7	2.03E+01	2.76E+01	4.12E+01	4.74E+01	5.40E+01	5.65E+01	5.77E+01	5.83E+01
15	8	6.96E+01	9.94E+01	1.63E+02	1.95E+02	2.32E+02	2.47E+02	2.55E+02	2.60E+02
15	9	1.70E+02	2.61E+02	4.79E+02	6.11E+02	7.92E+02	8.88E+02	9.50E+02	9.93E+02
15	10	3.87E+02	7.33E+02	1.76E+03	2.46E+03	3.64E+03	4.48E+03	5.14E+03	5.69E+03
-1	-1
